CASE_NUMBER,GENDER,MIN_AGE,MAX_AGE,ETHNICITY,HEIGHT_CM,BUILD,DATE_FOUND,ESTIMATED_DEATH,BODY_OR_REMAINS,HAIR,FACIAL_HAIR,EYE_COLOUR,DISTINGUISHING_FEATURES,CLOTHING,POSSESSIONS,CIRCUMSTANCES,JEWELLERY,KNOWN_NOT_TO_BE
18-010594,male,18,30,asian,160,slim,2018-11-18,,body,black - short,stubble,brown,,"{'CLOTHING_1': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'WEAVED METAL BELT'}, 'CLOTHING_2': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'SIZE 7'}, 'CLOTHING_3': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'HOODED', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'MULTI', 'PATTERN': 'STRIPED', 'DESCRIPTION': ""GREY WITH BLUE STRIPES 'CONNOR' JUMPER""}, 'CLOTHING_6': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'SKINNY TROUSERS SIZE 32 INCH'}, 'CLOTHING_7': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'BOXER SHORTS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'ALPHA'""}, 'CLOTHING_8': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'VEST', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}","[""1 - green lanyard with small padlock/locker type and 'i support refugees' tag attached. 1 - handmade keyring.""]",male body recovered on beach.,necklace - 1 - turquoise-coloured rosary-bead,
18-010708,female,18,30,asian,177,slim,2018-10-04,,body,grey,,unknown,"{'FEATURE_1': {'CATEGORY': 'PECULIARITY', 'SUBCATEGORY': 'TEETH', 'LOCATION': 'TEETH', 'DESCRIPTION': 'GOLD TOOTH.'}, 'FEATURE_2': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'ABDOMEN', 'DESCRIPTION': 'VERTICAL SCAR IN MIDRIFF'}}",,,"female recovered in the water 1/2 a mile out to sea from the 'sea stacks' at the cliffs of moher, co. clare, ireland.","bracelet - 1 - gold bracelet

ring - 1 - gold ring with green stones",
18-004746,female,18,30,white european,160,slim,2018-06-13,2018-06-01,body,brown - shoulder length,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'TRAINERS', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""SIZE 5, WHITE AND ORANGE INTERIOR, WHITE SOLE EDGE WITH A BLACK SOLE AND ORANGE TREAD PATTERN, MAKE 'ICEPEAK DAMEN WINDY OUTDOOR'""}, 'CLOTHING_2': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'ADIDAS'""}, 'CLOTHING_3': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'MARMOT'""}, 'CLOTHING_4': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'HOODED', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'BENCH' SIZE SMALL""}, 'CLOTHING_5': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'TOP', 'COLOUR': 'MULTI', 'PATTERN': 'FLORAL', 'DESCRIPTION': 'PRIMARILY BLUE'}, 'CLOTHING_6': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JOGGING', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'ADIDAS'""}}",,female recovered at the base of beachy head,,
18-005027,male,18,30,unknown,172,,2018-05-01,,remains,,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLACK/BROWN LEATHER BELT WITH METAL BUCKLE'}, 'CLOTHING_2': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'TRAINERS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DARK BLUE, WITH WHITE SOLE'}, 'CLOTHING_3': {'CATEGORY': 'GLOVES', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BERGHAUS'}, 'CLOTHING_4': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'BASEBALL', 'COLOUR': 'BEIGE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'UNBRANDED'}, 'CLOTHING_5': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'WOOLLY HAT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'WOOLLEN HAT, LOCATED NEAR TO THE DECEASED'}, 'CLOTHING_6': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""DARK GREY 'PETER STORM' BRANDED RAINCOAT, SIZE LARGE""}, 'CLOTHING_7': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'BLUE HARBOUR' (M&S) GILET, SIZE MEDIUM""}, 'CLOTHING_8': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""WHITE/GREY 'DE BAER' SHORT""}, 'CLOTHING_9': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '\'M&S MAN\' SIZE W36"", L29"", M&S CODE 09977365'}, 'CLOTHING_10': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'POUR HOMME'""}}","[""'karrimor' rucksack (top covered with white plastic bag)"", '4x plastic bottles (empty)', '2x plastic toothbrushes', 'small sony wireless radio', 'wind-up torch']",skeletal remains recovered on the southern border of the bathurst estate and adjacent to the a419 road.,,
18-002969,male,18,30,white european,165,medium,2018-04-11,2018-04-16,body,grey - wavy - collar length,stubble,unknown,,"{'CLOTHING_1': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LEATHER'}, 'CLOTHING_2': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'TRAINERS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'SIZE 6'}, 'CLOTHING_3': {'CATEGORY': 'GLOVES', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'SINGLE GLOVE'}, 'CLOTHING_4': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'BASEBALL', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'SCARF', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_6': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JEANS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'NEXT' SIZE 32L""}, 'CLOTHING_7': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JOGGING', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'LONSDALE' SIZE 1""}}","['black disposable cigarette lighter', 'william hill winning slip', 'tobacco', 'further disposable lighter', 'cash', 'homeless shelter card (outreach team)']","a male who was a known homeless person living rough around the boston area of lincolnshire collapsed inside mcdonalds restaurant where he spent most evenings, and later died in hospital. enquiries to date indicate that he called himself ""elliott"", and that he was originally from carlisle and had lived for a time in holland. (note that the portrait orientation image is of the unidentified male when he was stable in hospital prior to his death.)","watch - 1 - 'sekonda', black leather strap",
17-008997,male,18,30,unknown,175,,2017-12-01,,remains,,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'WELLINGTONS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'SIZE 10'}, 'CLOTHING_2': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'FLEECE', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'ZIP'}, 'CLOTHING_3': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'TOP', 'COLOUR': 'LIGHT', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JOGGING', 'COLOUR': 'LIGHT', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}","[""black 'karrimor' rucksack"", 'umbrella', 'map of winchester', 'black male pants', 'white t-shirt', ""'marina cole' novel 'the close' (2006)"", '4/5 white flannels', '2 packets of polos', 'germolene', 'kitkat and various other wrappers', 'garden trowel', 'gloves', 'flask', 'torch', 'old walkman-style radio', 'sleeping bag', 'tobacco and rizla papers', 'zantac.']",human remains recovered within a barn in a wooded area.,,
17-005622,female,18,30,unknown,150,slim,2017-08-09,,body,dark - long,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'MULTI', 'PATTERN': 'STRIPED', 'DESCRIPTION': 'PREDOMINANTLY BLACK SOCKS WITH MAROON STRIPES'}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JEANS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLACK PRIMARK SKINNY JEANS SIZE 10'}, 'CLOTHING_3': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'BRA', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNDERPANTS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLUE WITH HARRY POTTER LOGO'}}",,decomposed body of a female was discovered on a remote bay portencorkrie bay.,,
17-005965,female,18,30,white european,,medium,2017-07-04,,body,dark (dyed red) - dyed - shoulder length,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'BRA', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",,female body found washed up from the sea in a cove approximately 2000 yards past cuckmere haven. the woman was wearing two necklaces (see images) and had red nail varnish on all of her toenails.,chain - 2 - 1 x white metal chain and 1 x dark metal chain with floral/open leaf design pendant,svitlana krasnoselska
17-000918,male,18,30,white european,165,slim,2017-02-03,2017-02-01,body,white - short,full beard,blue,,"{'CLOTHING_1': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'MULTIPLE SHIRTS'}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'CORDS', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'GREEN/BROWN CORDS'}, 'CLOTHING_3': {'CATEGORY': 'TIE', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'MULTIPLE TIES'}}","['oyster card (unregistered)', ""book titled 'clinical theology: a theological and psychological basis to clinical pastoral care' by frank lake"", 'black cabin style suitcase containing toiletries']","male body was found in a field near hollow lane, canterbury and had been deceased for about 48 hours. he died from natural causes. it is possible he had spent time in london in the weeks prior to his death. his upper teeth were dentures.",,
17-000735,male,18,30,afro caribbean,172,slim,2017-01-11,2017-01-11,body,black - greying - afro,stubble,brown,,"{'CLOTHING_1': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'BOATER', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'PORKPIE HAT'}, 'CLOTHING_3': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'SPORTS', 'COLOUR': 'LIGHT', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}","['cash', 'elastic bands wrapped around his left ring finger and left wrist']",a male body was found by a member of the public in a bush on the roadside at 15:00 hours on 11/01/2017. enquiries have established that he passed away at the same location at 06:00 hours the same day. he was of a scruffy appearance.,watch - 1 - 'omax' stainless steel watch with metal strap and white analogue face,
17-000248,male,18,30,white european,175,medium,2017-01-07,,body,dark brown - greying - short,full beard,unknown,"{'FEATURE_1': {'CATEGORY': 'TATTOO', 'SUBCATEGORY': 'SYMBOL', 'LOCATION': 'LEFT ARM', 'DESCRIPTION': 'BLACK OUTLINE OF A SUN WITH A FACE'}, 'FEATURE_2': {'CATEGORY': 'TATTOO', 'SUBCATEGORY': 'INSECT', 'LOCATION': 'RIGHT ARM', 'DESCRIPTION': 'RED SCORPION'}, 'FEATURE_3': {'CATEGORY': 'TATTOO', 'SUBCATEGORY': 'CELTIC BAND', 'LOCATION': 'BACK', 'DESCRIPTION': 'CELTIC/TRIBAL PATTERN IN BLACK'}, 'FEATURE_4': {'CATEGORY': 'TATTOO', 'SUBCATEGORY': 'CROSS', 'LOCATION': 'BACK', 'DESCRIPTION': 'CROSS (OUTLINE IN BLACK)'}, 'FEATURE_5': {'CATEGORY': 'TATTOO', 'SUBCATEGORY': 'CROSS', 'LOCATION': 'LEFT CHEST', 'DESCRIPTION': 'SMALL RED CROSS'}, 'FEATURE_6': {'CATEGORY': 'TATTOO', 'SUBCATEGORY': 'WEAPON', 'LOCATION': 'LEFT LEG', 'DESCRIPTION': 'DAGGER IN COLOUR'}, 'FEATURE_7': {'CATEGORY': 'TATTOO', 'SUBCATEGORY': 'BIRD', 'LOCATION': 'RIGHT LEG', 'DESCRIPTION': 'MULTI COLOURED KINGFISHER AND MULTI COLOURED DRAGON'}}","{'CLOTHING_1': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'TRAINERS', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""SIZE 8 'ADIDAS' 'CLOUDFOAM' TRAINERS""}, 'CLOTHING_3': {'CATEGORY': 'GLOVES', 'SUBCATEGORY': 'WOOLLEN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'WOOLLY HAT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_6': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'HOODED', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'WITH FUR LINED HOOD'}, 'CLOTHING_7': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'WORN UNDER BROWN HOODED JACKET'}, 'CLOTHING_8': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'DARK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DARK TWEED QUARTER ZIP JUMPER'}, 'CLOTHING_9': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'T', 'COLOUR': 'SHIRT', 'PATTERN': 'LIGHT', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_10': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JEANS', 'COLOUR': 'DARK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DARK DENIM JEANS'}}",['oyster card and pair of nail clippers'],the male body was found on the foreshore between president quay and st katherine pier.,,
16-002866,male,18,30,white european,177,medium,2016-05-22,2016-05-17,body,ginger - thinning,full beard,brown,,"{'CLOTHING_1': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'BOOTS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'RIGGER/WELLINGTON TYPE'}, 'CLOTHING_3': {'CATEGORY': 'GLOVES', 'SUBCATEGORY': 'WOOLLEN', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLACK AND RED'}, 'CLOTHING_4': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'WOOLLY HAT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'FLEECE', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_6': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_7': {'CATEGORY': 'SCARF', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLACK AND RED'}, 'CLOTHING_8': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'T', 'COLOUR': 'SHIRT', 'PATTERN': 'BLACK', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_9': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JEANS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}","['large purple and black rucksack (empty)', 'green torch', 'ceramic trinket of a robin', 'pair of glasses', '2 packs of tobacco', 'pair of scissors', 'mini notepad containing a list of street names']",a male body was found on the edge of the river thames near greenwich. it is possible he jumped off tower bridge on 17/05/2016 in the early morning.,,
15-007500,male,18,30,oriental(asian/oriental),167,slim,2015-12-07,,body,,unknown,unknown,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'ANORAK', 'COLOUR': 'BLACK', 'PATTERN': 'PLAIN', 'DESCRIPTION': ""'NORTHFACE'""}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JEANS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LIGHT BLUE JEANS WITH ORANGE SEAMS AND A SMALL BROWN LEATHER LOGO ON THE FRONT RIGHT MINI POCKET'}, 'CLOTHING_3': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'HOODED', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""FAIRLY DARK GREY HOODED TOP WITH A FRONT ZIP AND WIDE FLAT GREY CORDS TO TIGHTEN THE HOOD, POSSIBLY A 'SUPERDRY' HOODY OR VERY SIMILAR""}, 'CLOTHING_4': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'V NECK', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'THIN MACHINE KNITTED JUMPER'}, 'CLOTHING_5': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'CREW NECK', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'ROUND NECKED TOP/JUMPER'}, 'CLOTHING_6': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'T', 'COLOUR': 'SHIRT', 'PATTERN': 'BROWN', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_7': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'WITH A SILVER COLOURED PLAIN BUCKLE'}, 'CLOTHING_8': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_9': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'TRAINERS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""APPEARS TO BE A WHITE 'LACOSTE' LOGO ON THE TONGUE OF THE SHOE""}}","['packet of cigarettes', 'lighter', 'strip of paracetemol with some missing', 'strip of nexium control (for heart burn) with some missing', 'box of matches']",the deceased male was found on 07/12/2015 in a small area of trees and bushes on the west side of hackney marshes.,,
15-006991,male,18,30,unknown,173,stocky,2015-11-14,,remains,unknown,unknown,unknown,"{'FEATURE_1': {'CATEGORY': 'PECULIARITY', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'BACK', 'DESCRIPTION': 'INJURY TO SPINE IN MID/LOWER BACK, AND EXPERIENCED INFLAMMATORY JOINT CONDITION.'}, 'FEATURE_2': {'CATEGORY': 'PECULIARITY', 'SUBCATEGORY': 'BROKEN NOSE', 'LOCATION': 'NOSE', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNDERPANTS', 'COLOUR': 'MAROON', 'PATTERN': 'PLAIN', 'DESCRIPTION': 'LARGE, CLASSIC BRIEFS FROM MARKS AND SPENCER, 36""'}, 'CLOTHING_2': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'V NECK', 'COLOUR': 'GREEN', 'PATTERN': 'PLAIN', 'DESCRIPTION': 'DARK GREEN, XL PRINGLE JUMPER'}}",[],"the skeletal remains of a male were discovered at clocaenog forest, near corwen, denbighshire. it is believed the body has been at the location for a number of years. he is believed to have been over 54 years of age at the time of his death, most likely in his 60s, and was born before 1950. dentistry shows work typical of that carried out in the uk between 1980 and 2000, and he suffered from both athritis and an inflammatory joint condition, which affected his back and a number of other joints. this would likely have given him pain and reduced movement. he had previously suffered an injury to his spine, a broken nose and possibly an injury to his left wrist. images have been produced to show what it is believed he may have looked like aged 60 (first image), 50 (second) and 70 (third). a badly decomposed pair of marks and spencer underpants and dark green pringle jumper were recovered close to the remains. they may have belonged to the individual, although this cannot be confirmed.",,
15-004961,male,18,30,white european,170,,2015-08-10,,body,brown - collar length,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'BOOTS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'DERRI' BOOTS""}, 'CLOTHING_2': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'WOOLLY HAT', 'COLOUR': 'CLARET', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""BURGUNDY BEANIE HAT, 'ADIDAS' MOTIF ON FRONT""}, 'CLOTHING_3': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'HOODED', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'HIGHPOINT' WATERPROOF HOODED JACKET, SMALL SIZE""}, 'CLOTHING_4': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNIFORM', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'NORTHERN PROFILE SECURITY SERVICES' MOTIF ON LEFT CHEST AREA""}, 'CLOTHING_5': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'SWEATER', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'RED AND GREEN/BLUE WOOLLEN JUMPER'}, 'CLOTHING_6': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'MULTI', 'PATTERN': 'CHECKED', 'DESCRIPTION': 'SMALL SIZE'}}","['black wallet', '2 keys similar to yale lock types', ""jml credit card sized magnifying glass and a plastic card holder containing 2 pieces of card believed to be from 'uncut' magazine with song titles and a list of written film titles on the white reverse.""]",a male body was found on the salt marshes on the river lune estuary near to glasson dock.,,
16-001186,male,18,30,white european,172,,2015-01-22,2015-01-22,body,grey,moustache,unknown,,,,"an unknown male was struck in a road traffic collision on 22/01/2015. he is believed to have been living under the name of brian wallace in london for the past 10 years as a general builder. it is suggested that he had a sister who lives in neasdon, north west london and the rest of his family live in sheffield.",,
15-000365,male,18,30,unknown,,,2014-09-12,,remains,,,unknown,,,,a skull was found by a trawler off the coast of sussex near newhaven and close to a burial at sea site.,,
